zone	zone_sqm	hholds	persons	adults	ffamcu6	ffamc6p	famnoc	fnonfam	fage017	fage1834	fage3549	fage5064	fage6579	fage80up	fwhite	fblack	fhisp	asian	fothrc	f0veh	fwathome	femployed	fincu25	finc2550	finc5075	finc75100	finc100150	finc150200	finco200	state	popden	empden	enteden	fracwater	fracprotl	coast	elevation	avgtemp1	maxtemp1	mintemp1	avgprec1	avgtemp2	maxtemp2	mintemp2	avgprec2	avgtemp3	maxtemp3	mintemp3	avgprec3	avgtemp4	maxtemp4	mintemp4	avgprec4
916	60.94	65038	170049	133261	0.11747	0.199022	0.379778	0.30373	0.216338	0.19482	0.188087	0.214573	0.130704	0.055478	0.766752	0.136536	0.036456	0.046219	0.025401	0.06161	0.066772	0.657897	0.112227	0.129078	0.133768	0.131323	0.208263	0.126434	0.158907	42	2913	1525.800049	117.599999	0	0	0	26.3	37.8	46.8	28.8	87.1	64.4	74.8	53.9	108.3	75.4	85.3	65.7	120.3	48.3	57.6	39	105.4
917	11.14	49103	146151	107498	0.17113	0.193634	0.315867	0.319369	0.264473	0.228962	0.201976	0.17317	0.09196	0.039459	0.440604	0.268945	0.169684	0.106613	0.10702	0.177158	0.019199	0.582876	0.259475	0.268334	0.173228	0.110523	0.128566	0.040344	0.01953	42	16761.40039	3213.800049	243.300003	0	0.2	0	30.5	38.6	47.2	30	84.7	64.9	74.9	54.8	101.8	75.8	85.2	66.5	114.3	48.9	57.6	40.2	98.9
918	9.79	47065	138005	99352	0.172357	0.196048	0.275959	0.355636	0.280084	0.248477	0.202725	0.170588	0.077193	0.020934	0.488197	0.266015	0.196579	0.045809	0.115521	0.221417	0.022979	0.557593	0.298183	0.261192	0.186168	0.112823	0.100032	0.027558	0.014044	42	14913.2002	2575.600098	180.199997	0.1	0.1	0	22.6	37.4	46.4	28.5	86.3	63.7	74.1	53.3	108.4	74.7	84.4	65	116.2	47.7	56.7	38.7	101.8
919	8.8	59747	168105	127857	0.131421	0.176511	0.300199	0.391869	0.239422	0.253972	0.172969	0.189185	0.115666	0.028786	0.044688	0.771369	0.122517	0.05145	0.091268	0.301789	0.025888	0.516929	0.339666	0.266875	0.16369	0.106817	0.088172	0.02288	0.0119	42	20623.19922	2977.699951	205	0	0.1	0	19.5	39.1	47.3	31	88.4	66.2	75.8	56.5	115.8	77.2	86.1	68.1	124.2	50	58	42.1	105.9
920	10.62	57481	166292	120968	0.154729	0.18841	0.260069	0.396792	0.272557	0.269845	0.198891	0.167675	0.073714	0.017319	0.35156	0.183626	0.446896	0.02907	0.261078	0.31847	0.045773	0.509292	0.395557	0.243124	0.133053	0.090447	0.080948	0.031593	0.025278	42	16308	4037.800049	346.299988	0.1	0	0	17.8	38.9	47.1	30.6	88.7	65.9	75.6	56.1	117.1	76.9	85.9	67.8	124.5	49.7	57.7	41.7	106.4
921	19.15	59415	139842	114723	0.106606	0.11184	0.271043	0.510511	0.179624	0.294468	0.181133	0.185109	0.114601	0.045065	0.473264	0.449701	0.031793	0.025381	0.035361	0.202053	0.061839	0.604848	0.247816	0.202339	0.148532	0.109568	0.144458	0.067458	0.079828	42	8984.599609	1964	255.399994	0	0.2	0	18.4	38.8	47.1	30.4	89.2	65.8	75.7	56	117.7	76.9	86.1	67.6	126.2	49.6	58	41.4	108.3
922	6.79	41706	105380	83885	0.104038	0.120558	0.225076	0.550328	0.203976	0.324862	0.145369	0.19796	0.091355	0.036478	0.093967	0.822927	0.051336	0.02544	0.037908	0.495948	0.042475	0.420147	0.513212	0.223397	0.128591	0.058433	0.049537	0.011701	0.01513	42	15689.90039	5303.299805	356.600006	0	0	0	18.3	39.2	47.3	31.1	88.8	66.3	75.9	56.7	117.3	77.3	86.2	68.3	125.3	50.1	58	42.3	106.6
923	11.36	49128	133919	102402	0.121336	0.150708	0.247171	0.480785	0.235344	0.307559	0.154295	0.169827	0.098724	0.034252	0.102894	0.816886	0.024222	0.035357	0.035621	0.394968	0.039052	0.484375	0.402968	0.236321	0.144134	0.09689	0.075741	0.02809	0.015857	42	17793.90039	3850.699951	545	0.1	0.3	0	18.3	39.2	47.3	31.1	88.8	66.3	75.9	56.7	117.3	77.3	86.2	68.3	125.3	50.1	58	42.3	106.6
924	15.84	52403	146445	114792	0.126958	0.142625	0.228288	0.502128	0.216143	0.35793	0.164874	0.147926	0.082447	0.03068	0.178673	0.704101	0.037116	0.064233	0.036277	0.423144	0.037378	0.514139	0.371467	0.267351	0.157625	0.09467	0.067553	0.023491	0.017842	42	9607.299805	5956.200195	475.200012	0.1	0	0	14.9	39	47.1	30.8	87.3	66	75.6	56.3	114.1	77	85.9	68	124.7	49.8	57.8	42	104.2
925	9.97	50194	128580	104094	0.117225	0.126111	0.293959	0.462705	0.190434	0.291173	0.197107	0.178231	0.104651	0.038404	0.570048	0.230386	0.076922	0.112065	0.047277	0.329721	0.046286	0.587162	0.275192	0.228713	0.171136	0.114974	0.120791	0.050464	0.03873	42	14488.5	4913.799805	1068.300049	0.2	0.1	0	17.6	39.2	47.3	31	88.5	66.2	75.8	56.6	116.7	77.2	86.1	68.2	125.2	50	58	42.2	106.1
926	50.31	47417	134136	105534	0.128498	0.183795	0.393045	0.294662	0.213231	0.227806	0.171453	0.20638	0.128638	0.052492	0.885104	0.022081	0.018453	0.057237	0.022355	0.047114	0.071361	0.623022	0.094481	0.128182	0.125061	0.11034	0.186874	0.1266	0.228462	42	2711.399902	1483	133.399994	0	0	0	15.8	37.7	46.6	28.7	88.8	64.6	75	54.3	115.9	75.7	85.5	66	127.6	48.5	57.6	39.4	109.7
927	21.44	62342	168065	129473	0.149498	0.184258	0.324966	0.341279	0.229625	0.245435	0.188826	0.200399	0.10415	0.031565	0.514356	0.370392	0.033477	0.067322	0.029948	0.148616	0.037566	0.641277	0.180103	0.231241	0.184514	0.124603	0.14483	0.077283	0.057425	42	8164.899902	2204.699951	258.100006	0	0	0	10.1	38.7	46.9	30.5	85.2	65.5	75.2	55.8	109.5	76.5	85.4	67.7	123.8	49.5	57.4	41.5	100.7
928	83.09	45235	120877	96075	0.109384	0.189941	0.400398	0.300276	0.205184	0.183889	0.182045	0.225452	0.135063	0.068367	0.883785	0.040787	0.010324	0.056439	0.010103	0.067713	0.060431	0.597835	0.103305	0.138609	0.139516	0.13379	0.199049	0.115066	0.170664	42	1558.800049	718.599976	65.099998	0	0.1	0	60.4	36.1	44.1	28.1	85.2	62.8	72.2	53.4	107.3	73.7	82.1	65.3	125.4	46.8	54.5	39.2	102.5
929	106.77	52050	136064	109557	0.109452	0.168646	0.364169	0.357733	0.194813	0.25696	0.177145	0.205433	0.124147	0.041503	0.852373	0.03975	0.034524	0.064246	0.022997	0.03756	0.077997	0.66705	0.105841	0.132123	0.126186	0.120461	0.202517	0.11804	0.194832	42	1297.800049	977	74.5	0	0	0	76.7	35.5	44.6	26.4	87.6	62.5	73.5	51.5	109.7	72.9	83.2	62.5	124.1	45.9	55.3	36.6	106
930	303.62	40619	121367	91740	0.132795	0.233462	0.420542	0.213201	0.244111	0.197352	0.183847	0.215067	0.120379	0.039245	0.839656	0.03555	0.099633	0.018292	0.020926	0.044314	0.089709	0.651646	0.088259	0.136759	0.151555	0.134765	0.18969	0.111746	0.187228	42	413.299988	133.699997	14.2	0	0	0	111	35	43.8	26.2	86	61.1	71.5	50.8	107.3	71.1	80.8	61.5	122.6	45.3	54.1	36.3	103.2
931	52.63	46053	119813	92592	0.131457	0.16038	0.332096	0.376067	0.227196	0.259296	0.178971	0.178411	0.107384	0.048743	0.650772	0.094087	0.227542	0.034156	0.105009	0.135192	0.035952	0.626339	0.218335	0.231255	0.187871	0.142358	0.124856	0.04953	0.045795	42	2340.300049	1483.099976	173.300003	0	0	0	82.3	35.4	45.1	25.8	71.2	62.6	74.5	50.8	102.7	72.9	84	61.8	116.3	45.8	55.7	35.8	92.6
932	517.4	59982	175978	128104	0.172552	0.152946	0.430096	0.244407	0.272045	0.215345	0.160088	0.185171	0.121424	0.045926	0.942249	0.010436	0.032927	0.007886	0.014304	0.137041	0.064578	0.659402	0.137991	0.217148	0.21018	0.152329	0.175336	0.057717	0.049298	42	341.899994	132.399994	10.3	0	0	0	130.7	35.1	44.2	26.1	76.7	62.2	73.1	51.5	104.7	72.5	82.8	62.3	122.9	45.8	54.8	36.7	95.6
933	161.74	51903	131644	103405	0.118278	0.161224	0.411209	0.309289	0.21451	0.201999	0.179431	0.211396	0.138236	0.054427	0.875768	0.032214	0.062039	0.023159	0.023679	0.065911	0.046376	0.646236	0.142111	0.204824	0.171686	0.167216	0.175423	0.071171	0.067568	42	826.599976	384.899994	38.5	0.1	0	0	97.3	34.4	43.9	24.9	72.7	61.7	73.1	50.3	107.8	71.8	82.7	61	117.9	44.9	54.5	35.5	94.9
934	475.46	57249	148709	116166	0.122745	0.175322	0.42689	0.275044	0.218837	0.185698	0.182551	0.229872	0.139413	0.043629	0.946008	0.022778	0.01759	0.006725	0.011459	0.034481	0.044757	0.643166	0.127915	0.182553	0.203864	0.160177	0.196562	0.082307	0.046621	42	319.299988	84	9	0	0	0	157.2	35.5	44.4	26.7	79.2	62.5	73	52.1	106	72.5	82.6	62.5	119.6	46	54.8	37.2	100
935	777.68	67510	169574	134684	0.113065	0.165575	0.386402	0.334958	0.205751	0.208263	0.173045	0.221131	0.142009	0.049801	0.963339	0.011969	0.010443	0.00634	0.010724	0.065368	0.043801	0.594473	0.182403	0.222382	0.189927	0.141342	0.160954	0.054762	0.04823	42	228.399994	88.900002	13	0.5	0	0	278	30.1	38.1	22.1	84.8	57.8	67.6	47.8	99.1	69.3	78.6	60.1	97.7	43.3	50.8	35.7	112.8
936	86.18	79506	170917	139143	0.099766	0.121827	0.341257	0.437149	0.185903	0.211711	0.174319	0.218586	0.151097	0.058385	0.707406	0.239001	0.012917	0.016074	0.029583	0.124544	0.060038	0.617674	0.21777	0.242485	0.191784	0.123764	0.140732	0.047103	0.036362	42	2089.800049	843	75.599998	0	0	0	234.8	33	42	23.9	79.2	61.1	72.1	50.1	111	71.3	81.6	60.9	107.9	44.3	53.2	35.3	87.4
937	167.53	42585	99678	80080	0.102595	0.154655	0.41726	0.32549	0.196613	0.166928	0.173469	0.244387	0.158581	0.060023	0.929506	0.038206	0.010755	0.011295	0.011788	0.077163	0.055442	0.605207	0.176212	0.208571	0.168134	0.131196	0.163485	0.080733	0.071668	42	610.700012	187.800003	17.799999	0	0	0	261.3	32.7	42	23.4	82.8	61.1	72.5	49.7	111.5	71	81.7	60.3	110.4	43.8	52.8	34.7	90.5
938	458.88	45982	114457	90395	0.112174	0.159997	0.397308	0.330521	0.210227	0.195584	0.181151	0.228654	0.139179	0.045205	0.91862	0.022748	0.026315	0.024162	0.020117	0.053934	0.065008	0.65414	0.15008	0.197208	0.193424	0.155735	0.16326	0.065286	0.075008	42	280.899994	149.899994	29.299999	0.1	0.1	0	126.1	34.2	43.4	25.1	79.2	61.5	72.4	50.7	116.2	71.9	82.2	61.6	124.8	44.8	53.9	35.8	98.7
939	24.29	59422	158824	127261	0.124398	0.142961	0.371361	0.36128	0.198729	0.223335	0.178953	0.205536	0.137265	0.056182	0.750076	0.101932	0.064639	0.067938	0.043788	0.112214	0.019733	0.575801	0.186211	0.23291	0.185874	0.127007	0.151442	0.070698	0.045858	42	7160.799805	2634.399902	197.800003	0	0.1	0	30.5	38.6	47.2	30	84.7	64.9	74.9	54.8	101.8	75.8	85.2	66.5	114.3	48.9	57.6	40.2	98.9
940	5.91	73919	143106	127440	0.069062	0.055656	0.226775	0.648507	0.109471	0.417236	0.190111	0.141846	0.105866	0.03547	0.715986	0.104804	0.049216	0.106387	0.035038	0.364182	0.08263	0.706623	0.156685	0.132659	0.149339	0.121308	0.160094	0.109512	0.170403	42	25888.09961	51863	6274.399902	0.1	0.1	0	18.3	39.2	47.3	31.1	88.8	66.3	75.9	56.7	117.3	77.3	86.2	68.3	125.3	50.1	58	42.3	106.6
941	29.42	54017	145902	111817	0.145936	0.179684	0.298314	0.376067	0.233616	0.250867	0.18178	0.201505	0.095023	0.03721	0.602847	0.337098	0.04269	0.012348	0.035082	0.150527	0.032198	0.609943	0.224189	0.236814	0.183498	0.124776	0.148453	0.053187	0.029083	42	5287.200195	2433.100098	184.699997	0.2	0.1	0	7.2	38.1	46.3	29.8	82.3	64.7	74.4	55	103.1	75.7	84.5	67	122.8	48.8	56.7	40.8	96.2
942	336.07	51265	129059	101317	0.121799	0.177021	0.414415	0.286765	0.214956	0.188472	0.201086	0.227253	0.135744	0.032489	0.935199	0.0253	0.025905	0.008407	0.013869	0.026178	0.034386	0.674527	0.109548	0.201385	0.222589	0.160031	0.189662	0.069346	0.04744	42	391.200012	110.300003	8.5	0	0	0	116.3	35.3	44.7	25.9	70.4	62.7	73.6	51.8	102.1	72.8	83.2	62.5	115.1	45.7	55.1	36.3	91.1
943	74.96	47046	113852	89204	0.112932	0.173915	0.392594	0.320559	0.216492	0.167911	0.194296	0.216404	0.14402	0.060877	0.911767	0.039557	0.012562	0.029609	0.009905	0.063215	0.059326	0.635667	0.124878	0.180632	0.164435	0.135463	0.201484	0.09038	0.102729	42	1620.599976	594.700012	66.099998	0	0.1	0	363.9	34	42.3	25.7	75.7	61.7	71.8	51.4	109	70.9	80.4	61.4	98.5	44.5	52.5	36.3	84.6
944	151.82	44740	113920	87667	0.122262	0.193675	0.357734	0.32633	0.230451	0.189703	0.201589	0.215994	0.121059	0.041204	0.871524	0.029325	0.022307	0.068082	0.016987	0.043786	0.085881	0.678978	0.100536	0.125391	0.130063	0.12034	0.187439	0.123648	0.212584	42	798.099976	704.400024	56.5	0	0.1	0	52.8	35.6	45	26.2	85.1	62.7	74.1	51.5	108.9	73.3	83.9	62.7	125.3	46	55.7	36.3	104.2
945	61.33	56517	124812	101912	0.101049	0.129377	0.350231	0.419343	0.183476	0.207961	0.177002	0.228151	0.14755	0.05586	0.918892	0.034609	0.014491	0.02056	0.014208	0.076579	0.058404	0.656576	0.152927	0.202382	0.18122	0.1358	0.174549	0.073093	0.080029	42	2124.5	1003.099976	111.599999	0	0	0	220.7	33.4	43	23.7	84.3	61.1	73	49.4	108.8	71.4	82.6	60.2	100.1	44.4	54	34.8	86.7
946	230.76	65244	148853	121435	0.099565	0.139109	0.384648	0.376678	0.184195	0.191229	0.176993	0.230361	0.155764	0.061457	0.950172	0.026638	0.008553	0.006422	0.010131	0.084728	0.038594	0.588908	0.201735	0.223622	0.180354	0.135154	0.161532	0.056281	0.041322	42	663.099976	311	34.900002	0	0	0	286.8	32.9	42.6	23.1	82.4	60.7	72.5	48.8	113.4	70.6	81.7	59.5	108.7	43.7	53.3	34	90.7
947	203.95	64597	158872	123239	0.112977	0.18103	0.387309	0.318684	0.224287	0.158637	0.188781	0.238771	0.139307	0.050217	0.928278	0.021131	0.009443	0.03285	0.011146	0.057805	0.064644	0.640925	0.13626	0.165147	0.152654	0.124201	0.173522	0.096367	0.151849	42	827.799988	401.700012	43.700001	0	0.1	0	223	32.7	42	23.4	82.3	60.8	72.1	49.5	107.9	71.1	81.7	60.4	102.2	44	53	34.8	86.2
948	151.25	30669	78814	61008	0.134598	0.151521	0.420914	0.292967	0.225924	0.204507	0.173878	0.210013	0.139277	0.0464	0.946624	0.009293	0.028563	0.007891	0.01539	0.057061	0.051649	0.665191	0.118491	0.21657	0.214614	0.155108	0.184551	0.063158	0.047507	42	543	199.300003	18.299999	0	0.1	0	115.2	33.8	43.9	23.7	70	61	73	49.1	106.1	70.9	82.3	59.5	117.4	44.2	54.4	34.1	91.8
949	104.81	50847	143086	105379	0.1582	0.201172	0.290283	0.350345	0.263527	0.243189	0.178228	0.179256	0.100464	0.035335	0.54841	0.085098	0.364486	0.008614	0.169882	0.16886	0.036847	0.592082	0.281433	0.255295	0.167581	0.117844	0.112711	0.035577	0.029559	42	1492.199951	610.900024	37	0	0.1	0	105.3	35.4	44.1	26.7	73.6	62.8	73.5	52.2	102.9	73.2	83.3	62.9	127.2	45.9	54.7	37	87.3
950	30.36	88860	195496	169306	0.086034	0.074207	0.222293	0.617466	0.133967	0.425702	0.142131	0.152796	0.103255	0.042149	0.632005	0.258688	0.023306	0.065879	0.027797	0.266678	0.062574	0.574658	0.312199	0.206111	0.14479	0.102757	0.107911	0.053725	0.072507	42	7155.899902	9149.200195	989	0.1	0.1	0	236.2	33.6	42.6	24.4	77.3	61.3	72.2	50.5	108.7	71.7	81.9	61.4	102	44.8	53.7	35.9	83.6
951	66.2	66230	161175	123168	0.141084	0.142851	0.30222	0.413846	0.235812	0.236097	0.183968	0.192455	0.112306	0.039361	0.580175	0.283829	0.09082	0.039438	0.051442	0.128492	0.041661	0.635506	0.203518	0.242247	0.198052	0.131436	0.14048	0.046293	0.037974	42	2518	1981.800049	150.600006	0.1	0	0	122.4	33.8	42.2	25.6	71.8	61.8	72.1	51.5	110.9	72.1	82	62	119	44.3	52.7	36	91.2
952	122.07	27744	75684	57793	0.142661	0.164504	0.404664	0.28817	0.236391	0.195074	0.185997	0.216638	0.119378	0.046522	0.769824	0.151708	0.053129	0.01276	0.02433	0.078395	0.068149	0.650494	0.133218	0.185986	0.18094	0.138697	0.19752	0.098508	0.065131	42	639.200012	134	6.3	0	0	0	144	34.5	43.2	25.9	90.3	61.1	71.5	50.6	115.1	71.4	81.4	61.2	126	45.2	54	36.5	107.5
953	92.65	63907	167797	129325	0.131206	0.179229	0.329713	0.359851	0.229277	0.235082	0.186106	0.188078	0.114156	0.047301	0.76929	0.099457	0.103385	0.018543	0.042108	0.101303	0.033228	0.599227	0.210133	0.229975	0.194533	0.126121	0.14748	0.050214	0.041545	42	1863	1194.099976	105.099999	0	0	0	144.8	34.4	44.7	24	66.7	61.6	73	50.2	94.9	71.1	82.3	60.1	118.1	44.7	55	34.4	88.5
954	106.42	53251	139803	109401	0.111472	0.163696	0.331017	0.393814	0.217463	0.29862	0.180876	0.175876	0.104361	0.022804	0.641284	0.244183	0.048525	0.044318	0.038703	0.028356	0.038097	0.673732	0.162701	0.188447	0.158401	0.119547	0.182551	0.088017	0.100336	22	1350.599976	1006.299988	107.900002	0.1	0	0	7	55.8	66.5	45.1	118.4	74.4	84.2	64.6	139.4	80.9	90.1	71.7	141.5	60.6	71.9	49.5	113.2
955	62.38	67642	173754	137180	0.120709	0.129801	0.275465	0.474025	0.210493	0.317961	0.16216	0.162022	0.110536	0.036828	0.479318	0.445788	0.034697	0.025132	0.027867	0.10699	0.031256	0.609178	0.289243	0.232533	0.160122	0.097573	0.117043	0.046805	0.056681	22	2945.199951	2403.699951	230.800003	0	0	0	12.7	56.4	67.3	45.6	119.2	74.9	85	64.7	140.6	81.3	90.6	72.1	146.7	61	72.3	49.8	118.6
956	300.22	45389	135439	99802	0.144528	0.191742	0.356364	0.307365	0.263122	0.229941	0.176426	0.196627	0.104298	0.029585	0.38723	0.588425	0.013087	0.004715	0.012845	0.071405	0.013678	0.587493	0.246734	0.232347	0.168235	0.129415	0.120007	0.054925	0.048338	22	449.899994	109.199997	11.2	0	0	0	21.2	57.1	68.2	46.1	120.6	75.3	85.8	64.7	142.2	81.8	91.2	72.4	153	61.4	72.9	50	124.9
957	527.13	50032	137453	104478	0.135693	0.197793	0.380556	0.285957	0.2399	0.187359	0.193222	0.210312	0.134861	0.034346	0.89069	0.053106	0.036257	0.011033	0.01571	0.03086	0.070286	0.603543	0.164315	0.176967	0.148545	0.136453	0.173649	0.097857	0.102215	22	290.100006	116.099999	15.4	0.3	0.1	0	8.2	56.5	67.6	45.5	103.6	74.4	84.8	64	126.6	81.3	90.4	72.1	157.5	61.1	72.8	49.4	99.5
958	318.39	42930	117702	89225	0.138877	0.182553	0.369299	0.309271	0.241942	0.194687	0.195936	0.209708	0.126421	0.031308	0.739436	0.172211	0.046587	0.016608	0.036338	0.039995	0.048483	0.590171	0.202166	0.208339	0.181505	0.148288	0.143839	0.05891	0.056953	22	561.700012	151	25.299999	0.1	0.3	0	4.9	56.3	66.5	46.3	113.4	74.3	83.5	65.1	133.2	81	89.5	72.5	167.9	61.2	71.8	50.6	108.4
959	546.6	46618	118686	90258	0.130143	0.152044	0.313227	0.404586	0.239523	0.234349	0.166776	0.200057	0.122887	0.036407	0.465142	0.48788	0.02321	0.010168	0.024497	0.133983	0.023646	0.520563	0.365953	0.231735	0.158844	0.094019	0.087241	0.029774	0.032434	22	221.899994	110.5	11.1	0.1	0	0	64.8	52.6	63	42.3	109.5	74	84.2	63.8	107.4	82.4	92.5	72.3	80.4	57.9	68.7	47.1	114.2
960	126.53	54532	145479	111055	0.108982	0.146483	0.276241	0.468294	0.236625	0.233869	0.186549	0.200187	0.112312	0.030458	0.230067	0.700048	0.029671	0.028314	0.024481	0.132179	0.04091	0.564126	0.347851	0.229278	0.140266	0.087783	0.099721	0.044378	0.050723	22	2732.100098	514.400024	72.400002	0.6	0.6	0	2.8	59.4	67	51.9	106.4	77.7	84.7	70.6	142.6	84	90.1	77.9	168.3	64.8	71.9	57.7	100.8
961	16.58	48990	122494	99550	0.089365	0.10345	0.216983	0.590202	0.187307	0.297427	0.195895	0.189658	0.100682	0.02903	0.318718	0.589467	0.067912	0.008757	0.03464	0.280588	0.054407	0.546318	0.42625	0.231047	0.126067	0.073668	0.075342	0.029945	0.037681	22	7419.799805	2996.100098	464.200012	0	0	0	4.7	59.6	68.4	50.7	108.7	77.6	86.4	68.9	153.3	83.9	91.8	76	184.3	64.8	73.4	56.2	112.2
962	26.28	50297	122872	101735	0.087103	0.102929	0.270752	0.539217	0.172025	0.286925	0.196001	0.193494	0.118522	0.033034	0.526075	0.375589	0.058194	0.022546	0.037756	0.151679	0.076932	0.608561	0.25596	0.194425	0.160268	0.102889	0.120027	0.061713	0.104718	22	5148.299805	4601.5	1462.300049	0.2	0.1	0	3.7	58.9	68.1	49.6	111.6	77	85.9	68.3	149.8	83.5	91.4	75.5	187.1	64.2	73.3	55.2	114.5
963	93.84	46559	122402	95316	0.136322	0.175283	0.32127	0.367126	0.221287	0.264922	0.19976	0.18391	0.098217	0.031903	0.822741	0.11959	0.02616	0.019008	0.018514	0.046199	0.040312	0.656364	0.184476	0.190704	0.161902	0.122898	0.157413	0.083571	0.099036	22	1294.400024	944.599976	128.5	0	0	0	11.5	57.8	67.4	48.1	99	75.8	85.3	66.5	140.9	82.1	90.7	73.4	164.4	62.2	72.8	51.7	110.5
964	330.11	48189	123955	94618	0.12783	0.165349	0.338168	0.368653	0.236675	0.217361	0.188222	0.185027	0.1234	0.049316	0.521426	0.434518	0.020482	0.014505	0.018988	0.078234	0.027423	0.57117	0.271535	0.25346	0.153894	0.107078	0.116956	0.043018	0.054058	22	379.299988	149.199997	20.700001	0	0	0	62.9	51.4	62.2	40.7	116.3	72.9	83.6	62.2	119.6	81.5	92.2	70.8	86.9	56.7	67.8	45.6	120.2
965	174.86	44984	119571	89154	0.14703	0.182131	0.297417	0.373422	0.254384	0.253498	0.181089	0.187211	0.096938	0.026879	0.585564	0.348591	0.045905	0.009314	0.018829	0.0927	0.026012	0.617493	0.299618	0.232883	0.1553	0.12111	0.126778	0.034101	0.030211	22	682.299988	240.100006	25	0	0	0	12.3	57.7	67.7	47.7	102.2	75.8	85.4	66.3	141.6	82	90.9	73.2	162	62.2	72.9	51.5	111.8
966	565.68	45427	128813	98314	0.140621	0.223501	0.409778	0.226099	0.23677	0.188902	0.193893	0.229449	0.118164	0.032823	0.881546	0.036014	0.035618	0.030643	0.023576	0.022828	0.075575	0.67617	0.080613	0.122284	0.13186	0.122328	0.228807	0.149515	0.164594	24	244.699997	54.400002	5.8	0	0.1	0	160.5	35.9	45.3	26.6	78.1	62.2	73.1	51.3	114.7	71.8	82.3	61.4	110.6	45.7	55	36.3	97.1
967	94.55	47099	122609	94364	0.150619	0.190068	0.318882	0.340432	0.230366	0.236092	0.210311	0.19258	0.098345	0.032306	0.710185	0.13771	0.091318	0.043292	0.042464	0.051997	0.057962	0.699335	0.107221	0.161808	0.161065	0.133697	0.218136	0.117327	0.100745	24	1400	825.400024	100.099999	0	0.1	0	177.4	36.1	45.3	27	78.2	62.2	73.1	51.5	115	71.8	82	61.6	109.6	45.8	54.8	36.7	96.5
968	389.76	45021	120732	96105	0.11237	0.181404	0.442438	0.263788	0.203981	0.161697	0.176283	0.248907	0.160695	0.048438	0.816997	0.123054	0.017836	0.028276	0.020057	0.040848	0.076235	0.631268	0.09349	0.12101	0.130539	0.131827	0.1896	0.129784	0.203749	24	352.200012	103.599999	9.9	0.1	0.1	0	80.9	39.5	47.4	31.6	78.1	66.1	75.4	56.7	101.9	76.2	84.9	67.6	125.9	49.7	57.3	42.1	95.1
969	36.91	49953	133105	102926	0.128321	0.203611	0.321402	0.346666	0.226731	0.234281	0.209211	0.193614	0.107374	0.028789	0.305107	0.58513	0.043601	0.051008	0.033231	0.068124	0.040552	0.679702	0.126479	0.168138	0.178388	0.163193	0.205833	0.091826	0.066142	24	3939.699951	1612.800049	124.800003	0	0.1	0	15.6	41.2	48.6	33.9	74.2	67.9	76.5	59.2	99.4	78.4	86.2	70.5	124.1	51.5	58.5	44.4	90.4
970	42.96	46988	117417	92092	0.11952	0.154146	0.349749	0.376585	0.215684	0.198915	0.183372	0.20032	0.142552	0.059157	0.607879	0.286265	0.038733	0.057249	0.023964	0.071784	0.049075	0.639458	0.124457	0.162382	0.169788	0.135886	0.192858	0.090576	0.124053	24	3171.600098	2141.300049	189.5	0	0.1	0	6.1	41.4	48.7	34.1	73.7	68.1	76.6	59.5	99.2	78.6	86.4	70.8	123.9	51.7	58.6	44.7	89.9
971	26.39	46207	118891	95205	0.12866	0.149631	0.306577	0.415132	0.199225	0.296852	0.164192	0.165917	0.109865	0.063949	0.69931	0.201376	0.031424	0.051269	0.026554	0.097626	0.042256	0.61397	0.141429	0.201398	0.175493	0.126583	0.18482	0.085333	0.084944	24	5175.100098	3216.399902	284.899994	0	0.1	0	6.1	41.4	48.7	34.1	73.7	68.1	76.6	59.5	99.2	78.6	86.4	70.8	123.9	51.7	58.6	44.7	89.9
972	39.93	42669	112690	87913	0.147156	0.161616	0.362535	0.328693	0.219869	0.222105	0.196095	0.208368	0.117171	0.036392	0.665003	0.225761	0.03731	0.061262	0.026202	0.055333	0.02784	0.668445	0.125407	0.178936	0.176311	0.15639	0.202067	0.095878	0.065012	24	3038.800049	1613.099976	171	0	0.1	0	6.1	41.4	48.7	34.1	73.7	68.1	76.6	59.5	99.2	78.6	86.4	70.8	123.9	51.7	58.6	44.7	89.9
973	29.18	41679	111798	85777	0.147652	0.171645	0.314307	0.366396	0.23275	0.224119	0.173205	0.214181	0.11943	0.036315	0.728592	0.192807	0.045035	0.015283	0.033998	0.126659	0.027454	0.591942	0.205403	0.226157	0.208714	0.126706	0.152451	0.050409	0.030159	24	4011.100098	875.5	104.599999	0.3	0	0	6.1	41.4	48.7	34.1	73.7	68.1	76.6	59.5	99.2	78.6	86.4	70.8	123.9	51.7	58.6	44.7	89.9
974	33.13	41002	113385	89076	0.142603	0.169016	0.333325	0.355056	0.214393	0.251074	0.186877	0.199339	0.102765	0.045553	0.587459	0.277474	0.043217	0.072533	0.034535	0.08485	0.038227	0.646684	0.130506	0.191991	0.193942	0.138774	0.185747	0.085069	0.073972	24	4079.399902	1982.5	168.600006	0	0.2	0	12.5	41	48.6	33.4	74.1	67.6	76.5	58.7	100.3	78.1	86.2	69.9	123.2	51.2	58.5	43.8	91.2
