zone	zone_sqm	hholds	persons	adults	ffamcu6	ffamc6p	famnoc	fnonfam	fage017	fage1834	fage3549	fage5064	fage6579	fage80up	fwhite	fblack	fhisp	asian	fothrc	f0veh	fwathome	femployed	fincu25	finc2550	finc5075	finc75100	finc100150	finc150200	finco200	state	popden	empden	enteden	fracwater	fracprotl	coast	elevation	avgtemp1	maxtemp1	mintemp1	avgprec1	avgtemp2	maxtemp2	mintemp2	avgprec2	avgtemp3	maxtemp3	mintemp3	avgprec3	avgtemp4	maxtemp4	mintemp4	avgprec4
2507	470.81	11847	31454	23605	0.150333	0.174643	0.34667	0.328353	0.249539	0.215489	0.168468	0.186495	0.134514	0.045495	0.718325	0.002532	0.034608	0.00785	0.254832	0.062885	0.018896	0.533573	0.303115	0.300076	0.186798	0.101714	0.071242	0.01933	0.017726	40	67.599998	25.200001	7.6	0	0	0	289.1	39.9	50.9	28.9	68.4	66.2	76.6	55.8	154.5	76.3	86.8	65.8	108.8	47.7	58.6	36.7	79.9
2508	570.71	14428	39247	29170	0.170502	0.214652	0.377946	0.2369	0.256758	0.194461	0.20055	0.196142	0.121487	0.030601	0.840934	0.011852	0.054547	0.001456	0.102232	0.025714	0.056058	0.633562	0.151996	0.202523	0.20384	0.145065	0.173551	0.064597	0.058428	40	67.699997	18.6	3.4	0	0	0	370.5	45	57.3	32.8	47.7	69.3	80.7	57.9	125.8	79.5	91	67.9	91.3	51.3	63.4	39.2	58.6
2509	418.92	3142	6982	5862	0.092298	0.171865	0.385423	0.350414	0.160412	0.172443	0.173876	0.240619	0.19407	0.058579	0.98536	0	0	0.008593	0.006047	0.082432	0.042961	0.516206	0.258116	0.255251	0.228517	0.135264	0.098663	0.019414	0.004774	54	32.799999	11	1.6	0	0.5	0	720	33.3	42.5	24	111.1	58.8	69.5	48.2	153.2	67.5	77.3	57.7	119.9	42.8	52.1	33.5	111.7
2510	281	39064	94339	75652	0.099913	0.136878	0.312794	0.450415	0.198084	0.258218	0.175951	0.185427	0.138055	0.044266	0.911581	0.048536	0.009651	0.014591	0.019481	0.122466	0.032303	0.492267	0.339161	0.251152	0.160096	0.09295	0.092182	0.031359	0.0331	54	349	196.699997	23.799999	0	0	0	190.7	40.2	50.3	29.9	89.7	66.2	78.4	54.1	111.4	74.7	85.7	63.7	116	48.6	59.4	37.9	90.5
2511	323.16	9931	24910	19948	0.076327	0.174907	0.422113	0.326654	0.199197	0.197029	0.176114	0.211923	0.166881	0.048856	0.949753	0.031316	0.010573	0.005035	0.006142	0.0724	0.027232	0.51544	0.222938	0.267647	0.225858	0.134428	0.097271	0.024972	0.026886	54	83.099998	23.700001	1.6	0	0.1	0	268.4	34.7	45.1	24.4	67.6	61.9	75.1	48.7	111.4	72	85.1	58.9	87.2	44.3	54.9	33.7	79
2512	640.25	9288	23309	18833	0.084625	0.147502	0.428833	0.33904	0.192029	0.174525	0.177399	0.238406	0.177228	0.040414	0.984388	0.00463	0.008506	0	0.002799	0.046189	0.024686	0.481814	0.239664	0.281654	0.221576	0.112834	0.102929	0.031977	0.009367	54	38.5	6.6	0.4	0	0.1	0	255.5	35.2	45.7	24.7	70.9	61.7	74.3	49.1	110.8	71.6	84	59.2	92.9	44.6	55.2	33.9	79.8
2513	901.57	79070	183279	146407	0.104009	0.161287	0.348059	0.386645	0.20118	0.198064	0.183136	0.217875	0.152063	0.047681	0.890957	0.074061	0.008132	0.011698	0.017162	0.111218	0.036263	0.530022	0.271241	0.25504	0.180701	0.104389	0.113596	0.037309	0.037726	54	216.399994	126.400002	11.9	0	0	0	262.6	38.1	48.5	27.7	91.1	64.1	76.2	52	118.4	72.7	84	61.5	109.2	46.6	57.8	35.6	92.5
2514	384.9	6574	16166	12738	0.116824	0.15394	0.394737	0.3345	0.21205	0.184461	0.18576	0.215514	0.155079	0.047136	0.975205	0	0.006997	0.008975	0.008823	0.088835	0.032648	0.473701	0.288409	0.289017	0.174019	0.10572	0.086249	0.023274	0.033313	54	46.200001	18.200001	2.1	0	0.1	0	318.5	35.3	46.3	24.3	96	62	74.6	49.3	124.6	71.4	82.7	60	118.5	45.2	56.4	34.1	100.8
2515	279.25	2826	7295	5858	0.101557	0.146143	0.444091	0.308209	0.196984	0.149966	0.175188	0.242632	0.188074	0.047156	0.982661	0	0.008139	0	0.0092	0.077849	0.010194	0.351656	0.357749	0.272116	0.18259	0.078556	0.066171	0.019816	0.023001	54	26.5	4.2	0.1	0	0	0	222.9	34.9	46.2	23.6	93.2	61.2	74.2	48.2	126.4	70.4	81.9	58.9	113.6	44	55.7	32.2	99.4
2516	366.27	35488	84960	67020	0.107952	0.164281	0.364968	0.362799	0.211158	0.18803	0.186276	0.215101	0.152895	0.04654	0.96396	0.012568	0.00727	0.005579	0.011638	0.098822	0.032534	0.524202	0.267443	0.255664	0.176031	0.118632	0.111643	0.038605	0.031983	54	238.300003	101.199997	12.7	0	0	0	199.4	36.7	46.1	27.3	86	64	75.5	52.6	111.7	73.4	84.3	62.5	98	46.3	56	36.6	89.6
2517	130.11	2835	7482	6023	0.155908	0.208113	0.361552	0.274427	0.195001	0.194199	0.198476	0.226143	0.14448	0.0417	0.985538	0.002469	0.011993	0	0.011993	0.06067	0.021997	0.475511	0.214462	0.25679	0.159083	0.164727	0.131922	0.048325	0.024691	54	58	22.1	1.8	0	0	0	206	35.2	45.4	24.9	88.7	62.5	74.5	50.7	119.4	71.9	82.5	61.2	108.3	45.2	55.6	34.8	91.3
2518	319.72	2685	8560	7218	0.078957	0.114711	0.519181	0.287151	0.156776	0.209229	0.201051	0.227103	0.162967	0.042874	0.98324	0	0	0.004469	0.012291	0.042086	0.03836	0.418953	0.238734	0.297579	0.158287	0.122533	0.116201	0.035382	0.031285	54	26.700001	5.7	0.3	0	0	0	245.7	34.9	46.2	23.7	93.8	61.6	74.9	48.3	127.9	71.2	83	59.4	110.8	44.7	56.4	33	99.6
2519	605.35	31203	75252	59574	0.127648	0.183348	0.366343	0.322661	0.20834	0.195065	0.195197	0.201044	0.153817	0.046537	0.89783	0.0615	0.014902	0.010832	0.018492	0.092235	0.0462	0.467973	0.300612	0.24863	0.163991	0.120565	0.115886	0.031247	0.019069	54	134.100006	57.099998	6.7	0	0.1	0	710.5	34.6	45.1	24.1	85.9	59.3	71.3	47.3	113.7	67.4	78	56.7	107.6	43.1	53.9	32.3	81.9
2520	172.76	6614	16864	13440	0.089054	0.157242	0.413517	0.340187	0.203036	0.185425	0.193548	0.220351	0.150083	0.047557	0.9684	0.00892	0.011944	0.003326	0.009979	0.076202	0.023027	0.491146	0.251134	0.26323	0.188842	0.114908	0.13169	0.028425	0.021772	54	102.5	18.9	1.3	0	0	0	373.7	35.4	45.3	25.4	88.5	61.2	72.8	49.6	121.8	70	80.7	59.4	111	44.7	54.8	34.7	94.1
2521	4772.66	6670	14266	11734	0.113943	0.125037	0.331634	0.429385	0.177485	0.205454	0.161573	0.218772	0.181691	0.055026	0.568216	0.004348	0.370165	0.012144	0.147526	0.107346	0.085729	0.483126	0.301799	0.261319	0.207496	0.089055	0.082609	0.035682	0.022039	8	3.3	1	0.1	0	0.1	0	1838.4	36.7	52.5	20.9	18.4	58.8	74.6	42.9	37.3	69.5	85	53.9	57	42.2	58.2	26.3	23.1
2522	71.31	1511	3851	3222	0.055592	0.205824	0.387823	0.350761	0.163334	0.251363	0.154765	0.208258	0.149052	0.073228	0.868961	0.087359	0.02184	0	0.032429	0.104567	0.053975	0.425512	0.293845	0.363997	0.16413	0.078756	0.070152	0.01456	0.01456	54	55.400002	21.700001	0.3	0	0	0	395	37	48	25.9	81.5	62.4	75	49.8	115.6	70.9	82.2	59.6	110.2	45.7	57	34.5	88
2523	1039.68	11135	28930	23390	0.085317	0.147822	0.388595	0.378267	0.191497	0.207017	0.176599	0.213585	0.156827	0.054476	0.967849	0.015896	0.006376	0.002604	0.008262	0.096093	0.027578	0.474391	0.301572	0.266996	0.189313	0.088011	0.100225	0.025236	0.028648	54	42	15.8	1.3	0	0.3	0	642.7	34.3	45.3	23.4	88.1	59.8	72.1	47.4	121.2	68.2	79.5	56.8	113.9	43.4	54.7	32	91.2
2524	1533.07	17136	47321	39826	0.109127	0.121148	0.437558	0.332166	0.158386	0.207878	0.198749	0.223453	0.164705	0.046829	0.939309	0.006186	0.042484	0.001576	0.015581	0.057365	0.064698	0.356275	0.235994	0.271359	0.184641	0.131127	0.131011	0.023868	0.022	8	63.099998	13.7	1.7	0	0.5	0	1717.9	36.3	51.9	20.7	17.1	58.1	73.6	42.6	33.9	69.8	84.7	55	49.5	42.3	57.8	27	16.1
2525	505.99	15124	40303	31883	0.090651	0.167085	0.400754	0.34151	0.208917	0.182393	0.190557	0.214401	0.151205	0.052527	0.979767	0.004033	0.004628	0.001785	0.012431	0.098387	0.040193	0.41047	0.358371	0.243322	0.164705	0.112801	0.073922	0.022349	0.024531	54	92.800003	13.5	1.3	0	0.1	0	263	39.4	48.8	30	90	65.1	76	54.1	115	73.3	83.5	63.1	115.7	47.4	57.2	37.6	93.4
2526	311.24	41717	108754	83567	0.136132	0.192128	0.352974	0.318767	0.231596	0.211965	0.206448	0.204581	0.118276	0.027135	0.866218	0.080327	0.029628	0.008246	0.025889	0.049644	0.037428	0.621848	0.161109	0.222499	0.209819	0.150155	0.169475	0.055877	0.031066	54	377.399994	106.900002	12.8	0	0.1	0	150.7	36.6	46.6	26.6	64.4	62.9	74.6	51.2	106.4	72.6	84.1	61.1	94.8	45.8	56.1	35.5	82
2527	453.74	13816	33154	26365	0.118269	0.166908	0.411335	0.303489	0.204772	0.18215	0.199765	0.21937	0.155004	0.038939	0.955197	0.023958	0.010785	0.001954	0.010278	0.116532	0.018477	0.359226	0.343877	0.256152	0.160032	0.096917	0.106977	0.020845	0.0152	54	80	23.700001	2.2	0	0.1	0	244.4	40.1	50.7	29.5	95.5	65.6	78.2	53.1	127.2	74.5	85.4	63.5	114.3	48.6	59.4	37.7	93.3
2528	464.36	11334	28907	22686	0.10667	0.149197	0.430651	0.313482	0.215207	0.182862	0.1839	0.218632	0.146366	0.053032	0.976795	0.001323	0.007323	0.002382	0.012176	0.078966	0.030236	0.479635	0.277219	0.242633	0.18096	0.110729	0.122287	0.031763	0.03441	54	64	17.4	2	0	0	0	190.8	36.7	48.6	24.6	88.1	63.1	77.1	49.2	113.2	72.4	85.2	59.7	108.1	45.9	58.1	33.6	93.3
2529	1019.58	15188	35155	28243	0.083158	0.16039	0.373255	0.383197	0.196615	0.178694	0.176988	0.221533	0.172721	0.053449	0.930471	0.038649	0.010271	0.003095	0.017975	0.08375	0.019804	0.484509	0.297472	0.311562	0.165657	0.099289	0.087569	0.023835	0.014617	54	42.099998	14.8	3.3	0	0.2	0	694.1	33.9	44.2	23.7	81.8	59.8	71.8	47.7	113.2	68.4	79.4	57.3	93.8	42.8	53.3	32.2	81.9
2530	3239.1	6616	16802	13894	0.087364	0.140266	0.283404	0.488966	0.173075	0.333115	0.185335	0.178372	0.106713	0.02339	0.920798	0	0.049577	0.008918	0.023579	0.035369	0.045512	0.681589	0.204051	0.225514	0.179111	0.107164	0.180925	0.048368	0.054867	8	25.799999	12.4	3.6	0	0.8	0	2553.9	16.4	32.7	0.2	39.2	45.5	62	29	29.4	56.5	73.5	39.6	45.2	26.8	42.7	11	38.1
2531	499.43	8805	21281	16853	0.111414	0.19841	0.441454	0.248722	0.208073	0.169447	0.192613	0.222029	0.161177	0.046661	0.976718	0.013401	0.002839	0.006133	0.003748	0.094605	0.028167	0.347594	0.30778	0.267348	0.171153	0.126405	0.101193	0.012152	0.013969	54	46.200001	9.6	0.6	0	0.1	0	414.6	37	48	26	97.6	62.3	75.2	49.4	121.5	71	82	60	110.4	45.2	56.6	33.8	91.2
2532	345.67	21613	56610	43861	0.125295	0.212372	0.391246	0.271087	0.225208	0.185338	0.200141	0.210458	0.138421	0.040435	0.963633	0.016842	0.005321	0.008004	0.007912	0.039189	0.033287	0.573972	0.169204	0.248971	0.173507	0.136492	0.152223	0.066765	0.052839	54	170.199997	63.400002	5.9	0	0	0	189.3	38.7	49.6	27.9	78.9	64.4	77.1	51.8	92.9	73.4	84.8	62	84.4	47.5	58.9	36.1	78.3
2533	1287.39	3183	8128	5964	0.131951	0.169337	0.321081	0.377631	0.26624	0.18221	0.162279	0.203125	0.141117	0.04503	0.430097	0	0.552938	0.00377	0.112158	0.074458	0.053173	0.488766	0.337418	0.282752	0.202953	0.082941	0.066604	0.015394	0.011938	8	18.6	3.3	0.1	0	0.7	0	2345.4	27.6	42.8	12.3	10.4	53.1	69.7	36.5	17.2	62.4	78.5	46.4	37.6	33.6	49.8	17.3	13.9
2534	648.8	12429	33683	27173	0.130823	0.131306	0.428916	0.308955	0.193273	0.202476	0.195054	0.21447	0.155538	0.039189	0.977955	0.006597	0.006678	0.002896	0.008528	0.066216	0.048072	0.479226	0.242176	0.24652	0.18489	0.121892	0.141685	0.038298	0.024539	54	53.5	10.4	0.8	0	0	0	443.5	34.5	44.1	24.9	86.7	61.1	72.4	49.7	120.6	70.1	80.7	59.5	107.4	44.2	53.8	34.7	94.1
2535	553.47	3781	8386	6701	0.141497	0.134356	0.397514	0.326633	0.20093	0.162533	0.177319	0.231815	0.180181	0.047222	0.996297	0	0	0.000793	0.002909	0.123512	0.023587	0.430234	0.39434	0.238032	0.183549	0.085427	0.069294	0.018778	0.010579	54	19.4	4.1	0.1	0	0.2	0	524.4	33	43.8	22.3	113.2	58.2	71.2	45.3	143.5	67.1	78.7	55.5	124.1	42.1	53.3	31	112.6
2536	696.05	3174	7001	5722	0.097038	0.140202	0.424386	0.338374	0.182688	0.151835	0.157263	0.243679	0.187402	0.077132	0.960302	0.030246	0.002836	0	0.006616	0.070573	0.073821	0.51136	0.302457	0.325772	0.169187	0.086011	0.074039	0.02741	0.015123	54	15.8	3.1	0.3	0	0.4	0	885.5	31.7	40.6	22.9	106	56.6	66.5	46.8	136	64.9	74.5	55.3	110.2	41	50	32.1	102.7
2537	451.99	4049	9844	7890	0.095826	0.162015	0.434181	0.307977	0.198497	0.166091	0.175538	0.231004	0.172592	0.056278	0.984935	0	0	0	0.015065	0.053347	0.032443	0.441445	0.284021	0.293653	0.180785	0.102988	0.090146	0.029637	0.01877	54	22.700001	7.8	0.4	0	0	0	250.9	35.2	46.4	24	89.8	62	74.5	49.4	116.3	71	82.7	59.4	106.7	44.5	56.1	32.9	93.3
2538	336.98	4171	11256	8733	0.088228	0.136418	0.406138	0.369216	0.224147	0.1664	0.171464	0.215707	0.170309	0.051972	0.988252	0.008631	0	0	0.003117	0.073843	0.035164	0.423337	0.296811	0.295613	0.152961	0.097099	0.108847	0.036442	0.012227	54	36	12.9	1.5	0	0.1	0	296.2	33.5	44.2	22.7	93.6	60.3	73.4	47.3	124.1	70	82.1	57.8	106.8	43.4	54.4	32.5	96.1
2539	1684.52	18171	54681	42688	0.114578	0.197678	0.349348	0.338396	0.219327	0.238657	0.232878	0.201661	0.097657	0.009821	0.762038	0.005889	0.213252	0.006439	0.060921	0.017555	0.102867	0.786802	0.096142	0.183039	0.139013	0.167245	0.20164	0.079908	0.133014	8	160.399994	87.800003	32.900002	0	0.8	0	2383.1	24.6	36.6	12.7	43.7	47.9	63.3	32.4	42.7	58.8	75.6	42.1	45.1	30.6	43.3	17.9	42.3
2540	483.56	5562	14020	11025	0.081086	0.152643	0.426106	0.340165	0.213623	0.162767	0.181526	0.229315	0.166976	0.045792	0.978605	0.001438	0.005574	0	0.0169	0.094391	0.080813	0.410794	0.332794	0.27562	0.147968	0.108954	0.091694	0.016001	0.026969	54	30	6.5	0.5	0	0	0	296.3	35.2	45.4	25.1	86.5	61.2	73.2	49.2	119	70	81.3	58.7	100.3	44.4	55.2	33.6	91.3
2541	510.81	5624	14190	11393	0.103485	0.174431	0.447013	0.275071	0.197111	0.181889	0.174912	0.221705	0.176039	0.048344	0.969772	0.010669	0.001067	0	0.019559	0.07628	0.059664	0.448697	0.29872	0.280939	0.171053	0.103663	0.105263	0.026316	0.014047	54	30.700001	8.2	0.9	0	0.1	0	260.9	36.7	47.5	25.8	94.3	62.9	75.6	50.3	126.6	72.4	83.8	61	116.2	46.3	57.6	35	101.3
2542	354.63	9713	24502	19462	0.12509	0.152373	0.37702	0.345516	0.205697	0.225124	0.169537	0.201984	0.152151	0.045506	0.984454	0.005765	0.006177	0	0.007001	0.096983	0.032255	0.495427	0.298672	0.270771	0.181921	0.112736	0.089468	0.03449	0.011943	54	69.800003	20.700001	1.8	0	0	0	461.2	35.1	45.6	24.5	94.8	61.1	73.4	48.9	127	70.3	81.7	58.9	113.7	44.5	55.4	33.6	103.2
2543	533.46	7607	18661	14833	0.115946	0.175628	0.394111	0.314316	0.205134	0.173999	0.185467	0.227748	0.162103	0.04555	0.930853	0.062837	0.003812	0	0.002498	0.142895	0.02973	0.249444	0.446299	0.331274	0.096884	0.070987	0.034179	0.007099	0.013277	54	38.299999	7.9	0.3	0	0.1	0	467.4	37.5	48.5	26.5	95.1	62.3	75	49.7	119.9	70.8	81.6	60	107.5	45.6	56.9	34.3	90
2544	360.46	5566	12848	10691	0.103665	0.163852	0.394718	0.337765	0.167886	0.162516	0.192403	0.234745	0.184231	0.058219	0.935322	0.038268	0.011858	0	0.014553	0.092706	0.061091	0.385839	0.322134	0.309558	0.168164	0.108875	0.060726	0.02102	0.009522	54	41.299999	6.8	0.5	0	0.1	0	558.5	36.3	46.7	25.8	82.7	61.7	73.7	49.5	109.5	70.4	81.5	59.2	94.9	44.7	55.7	33.7	81.3
2545	894.75	2332	5493	4261	0.108062	0.131647	0.388508	0.371784	0.224285	0.169488	0.154742	0.21318	0.164027	0.074276	0.971698	0.000858	0.024014	0	0.01072	0.036449	0.046148	0.615349	0.194254	0.29717	0.216981	0.138079	0.091338	0.037307	0.024871	20	6.2	2.1	0.2	0	0	0	397.8	32.5	44.3	20.6	27.2	63.6	75.7	51.5	111.6	74.4	86.5	62.4	98.6	41.5	53.7	29.3	47.1
2546	717.43	4007	10121	7433	0.166958	0.136262	0.380085	0.316696	0.265586	0.183974	0.155321	0.198301	0.119949	0.07687	0.96556	0.002496	0.010482	0.001248	0.021213	0.040928	0.047438	0.706175	0.180434	0.211879	0.200399	0.170202	0.162216	0.042426	0.032443	20	14.1	7.8	0.3	0	0	0	370.4	31.6	42.7	20.5	28.2	62.6	73.7	51.4	109.2	72.3	83.6	61.1	92	41.4	52.8	29.9	51.6
2547	898.29	12334	28567	22052	0.130615	0.149749	0.368737	0.3509	0.22806	0.207232	0.16302	0.206602	0.12721	0.067876	0.939436	0.008918	0.026755	0.006486	0.020837	0.044511	0.034713	0.659713	0.159154	0.26431	0.210718	0.138722	0.147397	0.044673	0.035025	20	32.200001	16.4	1.2	0	0	0	463.3	36.5	48.7	24.4	31.9	65.2	78.1	52.4	110.2	76.7	89.2	64.1	92.1	45	57.2	32.7	45.5
2548	1074.75	1269	2876	2259	0.136328	0.100079	0.42632	0.337273	0.214534	0.162726	0.122392	0.247566	0.175939	0.076843	0.92041	0	0.059102	0	0.051221	0.01576	0.085044	0.603807	0.20725	0.245863	0.195429	0.122143	0.157604	0.033885	0.037825	20	2.8	1	0	0	0	0	691.6	35.6	50.7	20.6	18.5	63.3	78.4	48.1	64.6	75.2	89.7	60.7	73.7	42.7	57.9	27.5	33.6
2549	574.8	2551	7467	5140	0.126617	0.176793	0.404939	0.29165	0.311638	0.207446	0.184813	0.167269	0.097897	0.030936	0.566837	0	0.423755	0.003528	0.072913	0.017248	0.064544	0.666148	0.19953	0.250882	0.153665	0.156801	0.156017	0.058408	0.024696	20	13.3	5.4	0.5	0	0	0	943.1	36.1	51.7	20.4	16.4	63.1	78.7	47.3	50.5	74.5	89.3	59.7	58.4	42.8	58.3	27.3	25.7
2550	705.52	6607	15881	12176	0.137733	0.141517	0.393673	0.327077	0.233298	0.171589	0.167496	0.232101	0.139538	0.055979	0.954896	0.008627	0.01786	0.000908	0.019071	0.033601	0.047659	0.592806	0.206599	0.261844	0.209929	0.146209	0.124413	0.031633	0.019373	20	23.9	6	0.2	0	0.1	0	328.6	36.7	47.8	25.6	42.3	65.3	76.2	54.3	125.3	75.5	86.4	64.4	103.5	45.4	56.5	34.3	55
2551	645.3	8176	20119	15333	0.153865	0.162549	0.365827	0.317759	0.237885	0.193449	0.165565	0.218351	0.140365	0.044386	0.868885	0.053571	0.036448	0	0.053938	0.058586	0.034413	0.612144	0.258562	0.263576	0.222358	0.123655	0.087084	0.01749	0.027275	20	31.700001	15.9	0.8	0	0	0	272.9	38.6	49.9	27.3	57.3	65.8	76.4	55	159.5	75.9	87	65	117.5	46.6	58	35.3	73.4
2552	621.9	1308	2869	2215	0.11315	0.151376	0.377676	0.357798	0.227954	0.162077	0.162774	0.235971	0.151621	0.059603	0.817278	0	0.156728	0.001529	0.044343	0.021407	0.091954	0.628442	0.20948	0.2737	0.206422	0.178899	0.092508	0.012997	0.025994	20	4.7	1.6	0	0	0	0	683.7	37.2	50.3	24	30	63.9	77.1	50.5	89.4	75	88.1	62	71.3	44.2	57.4	31	38.7
2553	462.82	27253	80745	61542	0.159175	0.199868	0.359006	0.281951	0.237823	0.217958	0.208558	0.194551	0.110149	0.030962	0.844458	0.07335	0.048325	0.009393	0.044619	0.043628	0.044963	0.60388	0.146773	0.179833	0.189961	0.152791	0.193153	0.087513	0.049976	20	173.399994	38.5	4.2	0	0	0	262.5	34.1	45.9	22.2	42.3	63.6	75.1	52.1	119.3	73.5	84.8	62.2	105.7	43.1	55.2	30.9	57.7
2554	594.06	4497	9671	7475	0.129197	0.148766	0.385813	0.336224	0.227071	0.15562	0.181781	0.214559	0.16627	0.0547	0.934401	0.007338	0.026017	0.004225	0.033578	0.036246	0.065728	0.5699	0.281076	0.228597	0.193462	0.12942	0.116522	0.021348	0.029575	20	16.9	3.8	0.1	0	0	0	265.8	37.4	48.4	26.3	54.6	65.8	76.4	55.1	143.9	76	86.8	65.2	111.8	45.9	57.1	34.7	69.1
2555	695.28	2280	5566	4364	0.140789	0.124123	0.438158	0.29693	0.215954	0.157025	0.151635	0.231944	0.165469	0.077973	0.944737	0	0.036404	0.001754	0.020175	0.048246	0.053598	0.611366	0.201316	0.253947	0.180263	0.152193	0.135088	0.030702	0.046491	20	8	2.2	0.2	0	0	0	400.8	36.3	47.4	25.2	36.1	65.7	76.3	55	115.5	76	87	65.1	98	45	56.4	33.5	46.4
2556	890.53	2176	5053	3936	0.137408	0.143382	0.338235	0.380974	0.221057	0.179893	0.155353	0.222442	0.150406	0.070849	0.971507	0.002298	0.009191	0.004596	0.014246	0.043658	0.062244	0.620427	0.203125	0.30193	0.212776	0.126838	0.108915	0.033088	0.013327	20	5.8	2	0.1	0	0	0	625.6	34.9	48.4	21.4	19.9	62.7	76.9	48.6	83.9	74.4	88.2	60.6	81.3	42.5	56	29	34.9
2557	1134.08	1923	4624	3521	0.131565	0.121165	0.365575	0.381695	0.238538	0.18923	0.140138	0.216263	0.161765	0.054066	0.919397	0.018201	0.033801	0.01092	0.020281	0.087884	0.040631	0.594149	0.286011	0.212689	0.193448	0.126885	0.124285	0.028081	0.028601	20	4.2	1.5	0.1	0	0	0	467.9	40.1	53	27.3	28.1	67.6	80.5	54.7	88.5	78.1	90.5	65.6	80.4	46.7	59.6	33.9	39.3
2558	579.64	3101	7835	5798	0.118671	0.163496	0.415995	0.301838	0.259987	0.166433	0.163369	0.198724	0.165284	0.046203	0.981619	0.001612	0.010964	0	0.005805	0.048049	0.06195	0.567954	0.269913	0.227668	0.229281	0.123831	0.10029	0.018381	0.030635	20	13.6	3.9	0.2	0	0	0	304.2	36.2	47.2	25.2	45.3	64.9	75.4	54.4	131.9	74.9	85.6	64.2	115.3	45.1	55.9	34.3	63.5
2559	893.52	1442	2860	2317	0.09362	0.101248	0.346741	0.458391	0.18986	0.165734	0.138112	0.231818	0.16958	0.104895	0.972261	0	0.018724	0	0.009015	0.042302	0.165098	0.596029	0.250347	0.268377	0.222607	0.097781	0.119279	0.020804	0.020804	20	3.2	1	0.1	0	0	0	788.2	33.9	48	19.9	16.5	61.4	75.3	47.5	77.1	73.1	86.9	59.2	65.5	40.6	54.9	26.2	29
2560	1056.07	2544	5938	4535	0.153302	0.159198	0.325865	0.361635	0.236275	0.174975	0.219266	0.181879	0.143483	0.044123	0.917453	0.01533	0.074686	0.005896	0.02673	0.027909	0.107385	0.618082	0.198899	0.223664	0.314465	0.141116	0.076258	0.03184	0.013758	20	5.7	2.4	0.3	0	0	0	1099.1	34.3	48.7	20	15.6	60	75	45.1	66.8	72	86.7	57.3	63.4	40.4	55.1	25.9	20.1
2561	868.87	2151	6039	4266	0.16225	0.185495	0.387727	0.264528	0.293592	0.195397	0.176519	0.186289	0.107468	0.040735	0.866109	0.007903	0.120874	0	0.014412	0.011623	0.056501	0.730192	0.112506	0.225941	0.288703	0.125058	0.171083	0.040446	0.036262	20	6.9	3.8	0.1	0	0	0	834	37.5	52	23	18.6	64.3	78.8	49.8	72.7	75.5	89.1	61.8	60.7	44.3	58.5	30.1	34.7
2562	895.41	10624	26453	20172	0.134883	0.129895	0.371141	0.364081	0.23744	0.210713	0.154085	0.209277	0.136544	0.051941	0.868411	0.011389	0.098739	0.005177	0.031627	0.063159	0.037048	0.648969	0.241529	0.261295	0.178934	0.142225	0.121517	0.035297	0.019202	20	30.700001	13.6	1.2	0	0	0	570.6	36.1	49.4	22.8	22.7	63.9	77.2	50.6	102.6	74.5	87.5	61.5	80.7	43.1	56.4	29.9	37.3
2563	974.63	873	2026	1525	0.136312	0.142039	0.353952	0.367698	0.247285	0.148569	0.142646	0.225568	0.159427	0.076505	0.907216	0.005727	0.036655	0.016037	0.038946	0.034364	0.0718	0.630164	0.203895	0.268041	0.219931	0.134021	0.117984	0.036655	0.019473	20	2.1	0.7	0	0	0	0	600.5	38.6	54.2	23.1	21.6	66.6	80.9	52.2	75.4	77.5	91.6	63.4	63.7	45.4	60.9	29.9	31.7
2564	720.24	21959	54701	41860	0.121909	0.140352	0.346054	0.391685	0.234749	0.212903	0.178041	0.202245	0.123343	0.048719	0.862744	0.031513	0.069265	0.016075	0.039893	0.083474	0.031689	0.649833	0.204836	0.263901	0.200328	0.131746	0.131973	0.036705	0.030511	20	76.400002	41.599998	4.1	0	0	0	386.8	37.2	49	25.3	23.7	66	78.2	53.7	95	76.6	88.4	65	82.2	44.5	56.3	32.6	40.8
2565	863.37	3133	7340	5700	0.113629	0.165337	0.40249	0.318545	0.223433	0.164305	0.165259	0.229019	0.158447	0.059537	0.944462	0.003192	0.024577	0	0.027769	0.029046	0.049432	0.617544	0.162783	0.260772	0.17587	0.147143	0.16406	0.029046	0.060326	20	8.7	2.7	0.2	0	0	0	471.5	37.6	50.4	24.8	35.6	65.5	78	53	112.6	76.3	88.6	64	97.1	45.1	58	32.2	45.3
2566	539.76	13290	34503	26040	0.133258	0.185327	0.365011	0.316403	0.245283	0.212097	0.16074	0.190157	0.126714	0.065009	0.872987	0.006772	0.089992	0.009707	0.026787	0.065087	0.029275	0.645392	0.172235	0.25854	0.22769	0.130023	0.143266	0.04462	0.023627	20	64.099998	26.5	2	0	0	0	439.2	37.2	48.9	25.6	35.3	65.8	77.5	54.1	111.6	76.7	88.1	65.3	95.4	45.5	57	33.9	42.7
2567	384.63	12684	34025	23517	0.270498	0.184484	0.261274	0.283743	0.308832	0.363086	0.155239	0.091521	0.056047	0.025276	0.593109	0.203721	0.134973	0.037449	0.059603	0.038631	0.023866	0.723392	0.16982	0.303059	0.233207	0.135525	0.110375	0.040366	0.007647	20	96.400002	26.5	3.5	0	0.1	0	368.4	35.5	47.1	23.8	30.1	64.5	75.7	53.3	113.4	75	85.9	64.1	104.5	44.2	55.7	32.6	45
